-0.906,0.285,0,1,
-0.906,-0.132,0,1,
-0.899,-0.149,0,1,
-0.884,-0.16,0,1,
-0.848,-0.163,0,1,
-0.848,-0.478,0,1,
-0.943,-0.478,0,1,
-0.964,-0.475,0,1,
-0.978,-0.458,0,1,
-0.982,-0.436,0,1,
-0.982,0.285,0,1
-1,1,0,1
-0.744,0.285,0,1,
-0.744,-0.127,0,1,
-0.74,-0.145,0,1,
-0.728,-0.159,0,1,
-0.708,-0.163,0,1,
-0.708,-0.478,0,1,
-0.84,-0.478,0,1,
-0.84,-0.163,0,1,
-0.824,-0.16,0,1,
-0.81,-0.147,0,1,
-0.806,-0.128,0,1,
-0.806,0.285,0,1
-1,1,0,1
-0.567,0.285,0,1,
-0.567,-0.478,0,1,
-0.7,-0.478,0,1,
-0.7,-0.163,0,1,
-0.665,-0.163,0,1,
-0.653,-0.155,0,1,
-0.643,-0.146,0,1,
-0.641,-0.129,0,1,
-0.641,0.285,0,1
-1,1,0,1
-0.492,0.285,0,1,
-0.492,-0.132,0,1,
-0.485,-0.149,0,1,
-0.467,-0.16,0,1,
-0.428,-0.163,0,1,
-0.427,-0.478,0,1,
-0.558,-0.478,0,1,
-0.558,0.285,0,1
-1,1,0,1
-0.334,0.285,0,1,
-0.334,-0.132,0,1,
-0.326,-0.148,0,1,
-0.311,-0.16,0,1,
-0.286,-0.162,0,1,
-0.286,-0.478,0,1,
-0.419,-0.478,0,1,
-0.419,-0.163,0,1,
-0.403,-0.157,0,1,
-0.394,-0.142,0,1,
-0.391,-0.128,0,1,
-0.391,0.285,0,1
-1,1,0,1
-0.173,0.285,0,1,
-0.173,-0.126,0,1,
-0.17,-0.143,0,1,
-0.16,-0.156,0,1,
-0.145,-0.163,0,1,
-0.145,-0.478,0,1,
-0.277,-0.478,0,1,
-0.277,-0.163,0,1,
-0.256,-0.16,0,1,
-0.241,-0.153,0,1,
-0.233,-0.139,0,1,
-0.232,-0.124,0,1,
-0.232,0.285,0,1
-1,1,0,1
-0.006,0.285,0,1,
-0.006,-0.478,0,1,
-0.136,-0.478,0,1,
-0.136,-0.163,0,1,
-0.099,-0.161,0,1,
-0.083,-0.154,0,1,
-0.074,-0.141,0,1,
-0.074,0.285,0,1
-1,1,0,1
0.078,0.285,0,1,
0.078,-0.132,0,1,
0.085,-0.149,0,1,
0.1,-0.16,0,1,
0.136,-0.163,0,1,
0.136,-0.478,0,1,
0.004,-0.478,0,1,
0.004,0.285,0,1
-1,1,0,1
0.241,0.285,0,1,
0.241,-0.127,0,1,
0.245,-0.145,0,1,
0.257,-0.159,0,1,
0.277,-0.163,0,1,
0.277,-0.478,0,1,
0.145,-0.478,0,1,
0.145,-0.163,0,1,
0.161,-0.16,0,1,
0.175,-0.147,0,1,
0.179,-0.128,0,1,
0.179,0.285,0,1
-1,1,0,1
0.416,0.285,0,1,
0.416,-0.478,0,1,
0.286,-0.478,0,1,
0.286,-0.163,0,1,
0.314,-0.16,0,1,
0.332,-0.15,0,1,
0.34,-0.129,0,1,
0.34,0.285,0,1
-1,1,0,1
-1,1,0,1
0.499,0.285,0,1,
0.499,-0.132,0,1,
0.509,-0.152,0,1,
0.524,-0.16,0,1,
0.559,-0.163,0,1,
0.559,-0.478,0,1,
0.425,-0.478,0,1,
0.425,0.285,0,1
-1,1,0,1
0.653,0.285,0,1,
0.653,-0.132,0,1,
0.661,-0.148,0,1,
0.676,-0.16,0,1,
0.701,-0.163,0,1,
0.701,-0.478,0,1,
0.568,-0.478,0,1,
0.568,-0.163,0,1,
0.584,-0.157,0,1,
0.593,-0.142,0,1,
0.596,-0.128,0,1,
0.596,0.285,0,1
-1,1,0,1
0.812,0.285,0,1,
0.812,-0.126,0,1,
0.815,-0.143,0,1,
0.825,-0.156,0,1,
0.84,-0.163,0,1,
0.84,-0.478,0,1,
0.708,-0.478,0,1,
0.708,-0.163,0,1,
0.729,-0.16,0,1,
0.744,-0.153,0,1,
0.752,-0.139,0,1,
0.753,-0.124,0,1,
0.753,0.285,0,1
-1,1,0,1
0.981,0.285,0,1,
0.981,-0.438,0,1,
0.977,-0.457,0,1,
0.964,-0.472,0,1,
0.947,-0.478,0,1,
0.847,-0.478,0,1,
0.847,-0.163,0,1,
0.882,-0.162,0,1,
0.896,-0.158,0,1,
0.906,-0.147,0,1,
0.91,-0.133,0,1,
0.91,0.285,0,1